regin_d,dstnc_b,white,black,hispanic,bagrad,median_hh_income,own_occupied,rent_occupied,occupied,median_rent,median_rent_inc_pct,region_id,trt,buffer_500,buffer_1000,buffer_1500,buffer_2000,overlap_weights_full_sample,total_land_assessed_value,total_improvement_assessed_value,total_assessed_value,avg_lot_size,avg_year_built,avg_effective_year_built,avg_sqfeet,avg_bedrooms,property_count,no_of_buildings,total_nlcd_area_m2,water_m2,total_nlcd_area_acre,total_improvement_assessed_value_per_acre,total_assessed_value_per_acre,total_land_assessed_value_per_acre,property_count_per_acre,no_of_buildings_per_acre,avg_log_land_assessed_value,avg_log_improvement_assessed_value,avg_log_assessed_value,avg_log_improvement_assessed_value_per_acre,avg_log_assessed_value_per_acre,avg_log_land_assessed_value_per_acre,no_buildings,no_buildings_per_area,overlap_weights_zsample.x,avg_log_sales_price_amount,total_sales_price_amount,avg_sales_price_amount,sales_count,avg_log_sales_price_amount_per_acre,total_sales_price_amount_per_acre,sales_count_per_acre,overlap_weights_zsample.y,tot_BldgClaim_bldg_weighted,tot_BldgCoverage_bldg_weighted,tot_BldgClmCount_bldg_weighted,tot_policyCount_bldg_weighted,tot_area,tot_bldg,tot_claims_per_policy,tot_claims_per_1000_coverage,tot_claims_per_acre,tot_claims_per_bldg,tot_no_policies_per_bldg,tot_bldg_per_acre,tot_coverage_per_bldg,tot_coverage_per_acre,barrier,barrier_type
372966,1500,0.5446290959076872,0.4126489436035662,0.006146361328988644,0.04016412556183258,48506.68723672016,0.5873043734520806,0.13554146432596517,0.7228458377780458,686,15.4,372966,0,0,0,0,1,0.001374281,0,0,207548,2.44,2005.6666666666667,2008,1320.6666666666667,3,3,3,17237230.58823531,9847245.882352956,1826.139120670589,0,113.6539914460542,0,0.00164281021420665,0.00164281021420665,NA,NA,11.104132394261766,NA,0.00608066070573207,NA,NA,NA,0.00103495658298589,9.770013301136158,17500,17500,1,0.00535009254801378,9.583059582872146,5.476034047355512e-4,0.00103495658298589,0,0,0,0,7521167.026403097,0,NA,NA,0,NA,NA,0,NA,0,0,NA
373006,0,0.9747427502338635,0,0.025257249766136577,0.050514499532273154,46149,0.5740223463687151,0.14664804469273743,0.7206703910614525,1028,42.1,373006,0,1,0,0,0,0.006423783,0,0,17438453,2.0372521739130436,1973.5333333333333,NA,3028.9166666666665,2.8360655737704916,118,97,43326885.88235318,18592655.29411766,6112.075720658879,0,2853.114685909052,0,0.01930604354281128,0.01587022223434487,NA,NA,11.70164017836981,NA,0.0019145116508976,NA,179,0.02928628639121373,0.00875755474317167,11.485823365813747,9455605,168850.0892857143,89,0.0018792017459783,1547.0366258781708,0.01456133792635766,0.00875755474317167,336464.5601388889,2013383.5317460315,15.629960317460318,195.98611111111111,28625792.54153014,137,1716.777572815534,167.1139923584766,47.565436489691834,2455.9456944444446,1.4305555555555556,0.01936746264271593,14696.230158730155,284.6286885879616,0,NA
373006,500,0.9747427502338635,0,0.025257249766136577,0.050514499532273154,46149,0.5740223463687151,0.14664804469273743,0.7206703910614525,1028,42.1,373006,0,0,1,0,0,0.006423783,0,0,10574270,3.313462962962963,1971.341463414634,NA,3316.1428571428573,3.3333333333333335,55,53,38779655.2941178,20316878.82352932,4562.336693647118,0,2317.7311781316516,0,0.01205522601534109,0.01161685416023777,NA,NA,11.93650551191176,NA,0.00261631403235383,NA,57,0.0124935978704444,0.00875755474317167,11.575035226908616,2752927,144890.8947368421,33,0.00253708483265306,603.4028579769982,0.00723313560920465,0.00875755474317167,27015.40263888889,161658.53174603175,1.2549603174603177,15.736111111111112,19340214.109998766,11,1716.777572815534,167.11399235847654,5.652750879602586,2455.9456944444446,1.4305555555555556,0.00230165955720828,14696.23015873016,33.82571859977385,0,NA
373006,1000,0.9747427502338635,0,0.025257249766136577,0.050514499532273154,46149,0.5740223463687151,0.14664804469273743,0.7206703910614525,1028,42.1,373006,0,0,0,1,0,0.006423783,0,0,11836006,0.9386388888888888,1976.0384615384617,NA,3630.4,3.3043478260869565,72,65,36448034.11764733,18554265.882352863,4421.729068623615,0,2676.7822759625305,0,0.01628322289371112,0.01470013177904476,NA,NA,11.700087715784928,NA,0.00264604355766801,NA,72,0.01628322289371112,0.00875755474317167,11.720750830527084,5876300,244845.83333333337,46,0.00265071664243225,1328.9597595877035,0.01040317018209321,0.00875755474317167,19647.56555555555,117569.84126984124,0.9126984126984126,11.444444444444445,15446849.029498411,8,1716.7775728155336,167.11399235847654,5.147288655945167,2455.9456944444437,1.4305555555555554,0.00209584791210521,14696.230158730155,30.801063293992215,0,NA
373006,1500,0.9747427502338635,0,0.025257249766136577,0.050514499532273154,46149,0.5740223463687151,0.14664804469273743,0.7206703910614525,1028,42.1,373006,0,0,0,0,1,0.006423783,0,0,14200968,1.6954583333333333,1982.2830188679245,NA,4333.714285714285,3.25531914893617,74,66,34199050.58823508,16679657.64705886,4329.217189694055,0,3280.262314814374,0,0.01709315951534175,0.01524525037854804,NA,NA,11.88167456865498,NA,0.00274453187447836,NA,73,0.01686217087324253,0.00875755474317167,11.848805092833604,5429500,208826.92307692303,44,0.00273693939889187,1254.152832277676,0.01016350025236536,0.00875755474317167,29471.34833333333,176354.7619047619,1.369047619047619,17.166666666666668,12956492.32592821,12,1716.777572815534,167.11399235847657,9.20496714460162,2455.945694444444,1.4305555555555556,0.00374803366598212,14696.230158730155,55.081965397942426,0,NA
373025,0,0.8367097508033842,0.1619398933975885,0.001551572986384971,0.016848325457565965,31480.824469259813,0.42744436202903757,0.07390610905289821,0.5013504710819358,735,30.8,373025,0,1,0,0,0,0.001984576,1575404,1967907,3543311,3.736970588235294,1968.5384615384617,NA,1717.3461538461538,3.0416666666666665,34,31,20809538.82352947,5577483.529411766,3763.9931837294257,522.8242730371169,941.3701957050916,418.54592266797465,0.00903296003482988,0.00823593414940371,9.911265287979406,9.031863216576218,10.889184690739174,0.00239954292574656,0.00289298735656848,0.00263317833061513,84,0.02231672479193265,7.562386665868826e-4,10.56854978626084,2916500,194433.33333333337,20,0.00280780258368835,774.8419982818046,0.0053135059028411,7.562386665868826e-4,743889.4277120535,3267119.921875,23.482700892857142,143.953125,20544425.907911316,83,5167.580958815958,227.6896610777407,146.52915863318242,8962.523225446428,1.734375,0.0163490966714771,39362.890625,643.5477040969047,0,NA
373025,500,0.7876885862046004,0.1964553620329397,0.012236856607341808,0.019498544146460624,31408.356660559846,0.4577502806161736,0.07048629027538113,0.5282365708915546,735,30.8,373025,0,0,1,0,0,0.001984576,396882,1145385,1542267,3.0167894736842107,1976.4615384615383,2009.3333333333333,1582.8333333333333,2.769230769230769,19,16,18088623.52941176,3386604.70588236,3633.0158714823497,315.27112473985915,424.5142478198757,109.24312308001656,0.00522981475229492,0.00440405452824835,9.662145874319918,8.66768694206358,10.746690661889804,0.00238581037041464,0.00295806322957375,0.00265953858064967,59,0.01623995107291582,7.562386665868826e-4,10.935508819564967,549500,91583.33333333331,14,0.00301003607096906,151.25174770452958,0.00385354771221731,7.562386665868826e-4,757210.6399615575,3360412.543402778,23.48778521825397,148.80381944444446,16964368.00956018,59,5088.650565480009,225.3326429959104,180.62950927126408,12834.078643416227,2.522098634651601,0.01407420932112843,56956.14480343692,801.6127040880727,0,NA
373025,1000,0.7699019140882994,0.21757729706560752,0.017070938130644024,0.0421236183725087,31468.584501976206,0.47195483680696126,0.06637843587178076,0.538333272678742,735,30.8,373025,0,0,0,1,0,0.001984576,1869914,4434730,6304644,5.162418181818182,1970.2571428571428,2007.8,2086.969696969697,2.838709677419355,55,43,19062444.70588229,3727471.764705884,3789.425163494101,1170.290956718851,1663.746802743744,493.455846024893,0.01451407472823301,0.01134736751480036,9.574167792382546,7.7606875351121,10.686699083287824,0.0020479854332197,0.00282013725623597,0.00252654885089603,88,0.02322251956517282,7.562386665868826e-4,9.778457867892792,233000,25888.88888888889,19,0.00258045942220861,61.48689839415078,0.00501395308793504,7.562386665868826e-4,1402267.167016369,6263037.239583334,43.01971726190476,278.17708333333337,15706949.698440667,80,5040.915485248883,223.89570960137848,361.2838862482864,17528.339587704613,3.477213541666667,0.02061141527071462,78287.96549479167,1613.6257675125282,0,NA
373025,1500,0.7153840088173471,0.272195897774464,0.022857680165672814,0.03671511160137755,27449.93451944043,0.42347059689121264,0.10268492018025556,0.5261555170714681,675.1468277950515,33.99534863564267,373025,0,0,0,0,1,0.001984576,1059286,2396669,3455955,9.180857142857144,1977.428571428571,2004,1866.5238095238096,2.6315789473684212,28,25,20259592.941176526,4757795.294117657,3830.649216564718,625.6560871290912,902.1851922790418,276.52910514995045,0.00730946594611711,0.0065263088804617,9.75265777190849,8.856365607247412,10.81120799235089,0.00231197510044777,0.00282229130915992,0.00254595428099641,47,0.01226946069526801,7.562386665868826e-4,10.228228851464822,236000,47200,9,0.00267010323138838,61.60835583155853,0.00234947119696621,7.562386665868826e-4,869119.6076909723,3886696.961805555,26.60503472222222,172.73263888888889,15748079.660897162,46,5031.588779524393,223.61393652033652,223.3374865236881,18893.904515021135,3.7550573671497585,0.01182061052262273,84493.41221316425,998.76371749923,0,NA
37428,0,0.9787621359223301,0.007281553398058253,0,0.06128640776699029,46042,0.5070555032925682,0.2671683913452493,0.7742238946378175,643,38.1,37428,0,1,0,0,0,1.37e-4,94285,0,94285,32.35,NA,NA,NA,NA,1,0,1969997.647058821,1247795.2941176458,178.4634234352938,0,528.3155404344537,528.3155404344537,0.00560338909088883,0,11.454087995245734,0,11.454087995245734,0,0.0641817117186407,0.0641817117186407,NA,NA,1.7124571978161408e-4,11.51293546492023,100000,100000,1,0.06451145698824118,560.3389090888834,0.00560338909088883,1.7124571978161408e-4,0,0,0,0,1972540.6152043345,0,NA,NA,0,NA,NA,0,NA,0,0,NA
37428,500,0.9787621359223301,0.007281553398058253,0,0.06128640776699029,46042,0.5070555032925682,0.2671683913452493,0.7742238946378175,643,38.1,37428,0,0,1,0,0,1.37e-4,2515325,2659741,5175066,2.0460555555555553,1978.5,2003.235294117647,2893.5,2.6,36,31,3518234.117647075,2204283.5294117676,324.69032985882683,8191.623696204434,15938.466668379326,7746.842972174892,0.11087487581059946,0.09547558750357175,10.460288056728862,7.363331697575975,11.255524558790617,0.02267801354224963,0.0346654135455295,0.03221619831202526,37,0.113954733472005,1.7124571978161408e-4,11.411458243712753,1856000,123733.33333333331,24,0.03514566709970813,5716.215819568683,0.07391658387373298,1.7124571978161408e-4,74333.74596774192,563668.1451612902,3.6286002304147464,27.909850230414744,3517624.072849893,37,2663.3516609392896,131.87501654270665,85.51578244158168,2009.0201612903224,0.7543202764976957,0.04256591550910964,15234.274193548385,648.4608281651899,0,NA
37428,1000,0.9787621359223301,0.007281553398058253,0,0.06128640776699029,46042,0.5070555032925682,0.2671683913452493,0.7742238946378175,643,38.1,37428,0,0,0,1,0,1.37e-4,3636544,2195050,5831594,1.5610327868852458,1965.0857142857144,1991.375,1701.1714285714286,2.735294117647059,61,37,5063138.823529413,3319898.82352941,430.7720364000007,5095.618597586379,13537.540757601486,8441.922160015107,0.14160622056571337,0.08589229772018679,10.745260862741228,6.272634453167366,11.132640465004291,0.01456137799841493,0.02584346133059317,0.02494419311090921,46,0.10678501878725924,1.7124571978161408e-4,11.200057340349572,3089500,118826.92307692308,49,0.02599996377190456,7172.006859635597,0.11374925914295007,1.7124571978161408e-4,92414.92741935482,700776.6129032257,4.511232718894009,34.69873271889401,5062707.069491467,46,2663.3516609392896,131.87501654270665,73.87015434158855,2009.0201612903224,0.7543202764976958,0.03676924491098405,15234.274193548385,560.1527588636646,0,NA
37428,1500,0.9787621359223301,0.007281553398058253,0,0.06128640776699029,46042,0.5070555032925682,0.2671683913452493,0.7742238946378175,643,38.1,37428,0,0,0,0,1,1.37e-4,108391,0,108391,0.761,NA,NA,NA,NA,1,1,5687424.705882358,4710614.117647068,241.37966445882267,0,449.0477697987296,449.0477697987296,0.00414285106511361,0.00414285106511361,11.593509564526268,NA,11.593509564526268,NA,0.0480301834478025,0.0480301834478025,2,0.00828570213022722,1.7124571978161408e-4,11.407576060361786,90000,90000,1,0.04725988863203437,372.8565958602252,0.00414285106511361,1.7124571978161408e-4,4018.040322580636,30468.548387096707,0.1961405529953913,1.5086405529953886,5682504.804898581,2,2663.3516609392896,131.87501654270665,2.8614368016570477,2009.020161290318,0.7543202764976943,0.00142429471679331,15234.274193548354,21.698096248051613,0,NA
